text,class_simple,sent_score
combination of no-name brands and volume purchasing results in low prices,,
good cuality,,
is the best store i ever bought for my kitchen,,
according to the news snow is headed our way.,,
so with the little money i had.,,
i went to ali's and got everything i needed.,,
i picked up grapes.,,
strawberries.,,
pineapple and salad fixings.,,
nice place to pit stop but very expensive.,,
i love shopping here !!,,
cheap prices compared to other popular stores.,,
you might not get all items you may be looking.,,
there are long lines every time i visit the store.,,
there are idle registers the store can use to reduce lengthy lines if they hire more cashiers.,,
staff are amazing.,,
store was pretty well stocked.,,
great prices for food,,
fast and efficient so much so the crowd was hardly noticed as a result.,,
great prices and a lot of good stuff.,,
i like their german foods.,,
one of the reasons there are such great prices is they save on shoplifting related expenses.,,
you'll go to hell if you're stealing from them (it's so cheap),,
awsome,,
went into new hampshire ave. hyattsville.,,
md store approx 5 pm.,,
usually shop mornings (the young women are busy.,,
polite to friendly).,,
male employee was removing empty boxes from shelves and cases.,,
i noticed this because his movements and â€¦,,
great deal for fruits and produce.,,
the shopping experience was just ok this visit.,,
point of warning get there early or risk them being out of things later in the day.,,
today they were out of eggs.,,
love aldi the store stays stocked up on everything i need.,,
being a quarter for the shopping cart.,,
though,,
best place very chip's,,
disorganized no chicken noodle soup???,,
who doesn't have chicken noodle soup come onðÿ˜›ðÿ˜£.,,
store dirty.,,
lines weren't long but took a long time to get thru.,,
no bags for people who forgot theirs.,,
very disappointing,,
cheap food!,,
aldi is very cheap,,
very convenient,,
cheaper prices,,
good price,,
friendly and helpful.,,
great service.,,
this store is excellent with prices.,,
certain items you should get early- they will sell out!,,
older location in chain.,,
customers are rough on this store.,,
a lot of put backs.,,
seems hard for staff to keep up.,,
good on the wallet nonethelessâ˜º,,
workers not customer service.,,
beautiful i like what they did to the place love it,,
"every week i visit aldi
because they sell some staff
good price",,
junky!,,
neat.,,
full shelves and pleasant customers and employees.,,
a lot of choices when it comes to products comparing to other aldi locations.,,
the worst one i've ever been too.,,
and i've been to many of them.,,
went on a sunday night.,,
no variety.,,
i even saw packets of ginger rotting in black fungus.,,
didn't see pita bread anywhere.,,
they should make a mega aldi for this location.,,
the space is to small for the amount of folks that buy.,,
didn't have what i was looking for.,,
it's really an awesome grocery store.,,
their merchandise are reasonably priced.,,
good prices and cashiers are fast!,,
wonderful stock and great prices.,,
accessible and convenient public transportation.,,
near many mom and pop shops.,,
i loved it because they gave it an upgrade and it looks awesome.,,
it is also very organized.,,
don't expect much during christmas season because people love it so much and there is barely anything left.,,
substantial savings.,,
bring your own bags!,,
they have great prices on organic and regular food.,,
baby supplies and food.,,
and home and seasonal goods (tents.,,
lawn furniture.,,
swim suits.,,
kids toys.,,
kids wagons.,,
cooking items.,,
etc).,,
but their food selection is smaller than a regular grocery store.,,
they don't bag your groceries.,,
and the lines can be  long.,,
has good produce prices.,,
this one i usually really.,,
busy.,,
pro tip: avoid the entrance by the car wash of your driving and the weather nice.,,
great variety of food offerings and hard to beat prices.,,
the store would benefit from improved shelving and displays,,
limited selection for a grocery store.,,
staff friendly and helpful.,,
the store is extremely messy,,
great place!,,
but when though the county doesn't charge you for bags.,,
this place will.,,
plus you bag your own groceries.,,
boxes are provided.,,
like a club store.,,
but you gotta search for those.,,
only reason i have i didn't give â€¦,,
somewhat long check out lines.,,
but clerks are efficient.,,
as they have none.,,
(you can purchase a sturdy.,,
reusable bag for $2.),,
bring a refundable quarter to use a shopping cart.,,
pleasant cashier.,,
easy anf fast checkout.,,
i liked that place.,,
very cool.,,
abordable prices.,,
long lines and rude customer service,,
if in store security fixes this issue i'd be extremely happy to shop here.,,
but until then i'm seeking a different location.,,
the great prices.,,
average selection.,,
someone cut the line the cashier lady told him.,,
please get in line first came service.,,
i like this policy the employee in force the policy i love it.,,
i had a horrible experience  in that store this morning !!!,,
and it is not the first time !,,
prices are rarely clearly indicated.,,
especially in the fruit/ vegetable part of the store.,,
this is unacceptable !,,
and then.,,
arriving at the cash â€¦,,
best prices.,,
fast check out.,,
bring a quarter for the cart.,,
and your own grocery bags.,,
aldi is cheap and you can buy most of your everyday grocery.,,
i liked this place and shopped a lot.,,
no halal meat.,,
you need a 25-cent coin to use the cart.,,
one of the best place to deliver to.,,
got a door immediately and empty within 20-30 mins.,,
they want you to slide your trailer tandems.,,
chock your wheel and stay by you door.,,
i love aldi's!,,
this store is often problematic.,,
they frequently run out of popular items.,,
and the checkout lines are often noticeably longer than other locations.,,
but i guess that's how they are able to keep those low prices.,,
i've â€¦,,
definitely deserves 3 stars.,,
the appearance needs work.and the organization of the store needs work as well.,,
i went in with the intentions on buying dinner for the night.but was turned off by the customer service and appearance of product.,,
safeway is not that far away,,
but i am not a fan of this location.,,
i only stopped because it was on my way home.,,
as usual.,,
the produce section was a mess and barely had anything in stock.,,
this location also sells beer and wine and like the produce.,,
but.,,
they are so friendly here and alot of diversity.,,
the one by my house makes me feel unwelcome.,,
even the security guard here is nice.,,
i will be returning!,,
great deal.,,
cheese are great.,,
meat price is nowadays getting competitive which is good.,,
this is why i prefer the aldi in virginia.,,
they were out of things today on the last day of the sale.,,
and you cannot get them if they do not have them because they do not have rain checks.,,
so there were several things i wanted to get â€¦,,
i was hoping to find multi packs of their energy shots.,,
singles only but a great price@99c ea.,,
one of the best aldiâ€™s ive ever been in.,,
decent wine and their selection of organic items is very impressive.,,
the prices are great and they have more than just food.,,
i love shopping at aldi's to get my basic groceries and checking out the aisle with household & other random stuff.,,
good place to shop for your buck.,,
a little skeptical about the meats but my husband seems to do very well when he shops here.,,
excellent prices.,,
very nice security cards and cashiers.,,
only problem is they need more carts.,,
if you dont mind bagging your own groceries.,,
it is definitely worth the trip.,,
has a lot of the stuff you need.,,
great prices and variety of different cheeses.,,
fruits and vegetables.,,
great place.,,
convenient shopping.,,
truly fits the everyday budget...,,
the aldi near me has gone down rotten vegetables and it smells of trash outside just to name a few things.,,
i'm very dissatisfied with the forestville location.,,
great customer service but their gala apples used to be really sweet and crispy but not anymore.,,
lots of rotted out apples in the bag lately and they tasted like nothing.,,
there's no option to buy individual gala apples so you can feel what you are buying and they steadily went up on the price.,,
i love the prices but some things i wish they carry them i wouldn't have to run over to safeway.,,
is some smoke neckbones to season my greens and cabbage and trukey hills french vanilla ice cream but others wise i love shopping there.being since they open.,,
best grocery shopping savings i've encountered thus far.,,
every month on the month.,,
professional.,,
just awesome!,,
i just love this store.,,
i feel good when i feed my kids down to the snacks.,,
the variety of items they sell down to paying .25 for your cart and get it refunded when you return it.,,
great business.,,
for this aldi to be in dc they keep inventory & they keep it in rotation.,,
i see products here i haven't seen at another aldi.,,
nice cashiers.,,
decent selection at great prices.,,
surprising amount of vegetarian options.,,
gourmet options.,,
and kosher options.,,
great prices and staff.,,
i especially enjoy the food made in germany.,,
aldi is great grocery shopping choice.,,
many of their products are comparable.,,
if not better than.,,
safeway.,,
giant and shopper's but much better prices.,,
i shop at aldi's all the time great prices and good customer service,,
it was ok. didn't have to many of the things i need.,,
and was kind of smelly in there.,,
prices are good food is decent but there's never enough cashiers working,,
plus the services is awesome .,,
their specially selected and simply nature brands are limited time.,,
so buy what you want now.,,
lines can get crazy long though.,,
thats my favorite store to shop at......ðÿ˜˜ðÿ˜˜ðÿ’–ðÿœ‡,,
great place to shop for groceries.,,
ahhh aldi my dearest grocery stop.,,
awesome.,,
keep up the good work.,,
excellent location.,,
good service,,
i enjoyed my shopping experience because of price.,,
availability.,,
and at 8:15a there were no crowds.,,
"fda food recall alertðÿ”¥the food and drug administration is  recalling  a number of products from aldi's supermarket chain because of ecoli(pop)contamination and metal found in:""bakers corner all-purpose flour .red meat:steaks.ribs& brisket& â€¦",,
i need info on getting hired.,,
the phones arenâ€™t working !,,
iâ€™ve already filled out an application.,,
i haven't been to aldi since last year.,,
it's an okay place .,,
good discounts on food.,,
i prefer to buy canned or bottled food like salad dressing.,,
mustard.,,
ketchup.,,
neither does the meat.,,
love the one in hechinger mall.,,
good selection of items.,,
saved allot of money,,
very poor customer service shift manager was very rude.,,
unprofessional mangers on duty.,,
workers complaining of the same ill treatment.,,
the staff was courteous where management was not.,,
they should promote one of those hard-working staff â€¦,,
great option instead of walmart just moved out here looks like a brand new store.,,
was really glad to aldi in dc,,
and all the employees smile have order and very helpful.,,
five stars,,
my go-to place for groceries before giant or safeway.,,
inexpensive finds.,,
but don't forget to bring a quarter to rent a cart.,,
my favorite grocery store they ran out of fruit at this one not good,,
efficient.,,
would recommend and return.,,
ðÿ‘ðÿ¾,,
i found these delicious cookies once and have never found them again.,,
but ill never stop looking.,,
its a great place to go shopping,,
what am i go to grocery stores and the selection it's beyond great pricing on vegetarian meals are my favorite,,
i love the produce section,,
this aldi is dirty and the regional manager is rude.,,
they have a great selection of fruits and have daliy discounts.,,
line super long.,,
limited cashiers,,
when your budget is low you can go there and shop and be happy at the end,,
great price to value.,,
i shopped at this location for the first time ever 3 weeks ago and was blown away by the prices first.,,
additionally.,,
aldi instantly became my favorite store to buy groceries.,,
their â€¦,,
viewing the picture of the location of that aldi?,,
i think that it's in maryland,,
friendly service and great prices!,,
the savings are incredible!,,
worth checking out if you want more bang for the buck on your basic staples...,,
this is by far the best aldi in the dc area.,,
prices are low and the staff is unbelievably friendly and helpful.,,
plus.,,
their wine and beer selection is impressive.,,
i do almost all my shopping here now!,,
the only complaint is that they sell out of specials so fast.,,
aldi is a great grocery store to shop for food have low prices,,
great prices that get even better.,,
first go-to.,,
realy worth to visit.,,
sometime crowdy but great prices and staff friendly.,,
strongly recomend !,,
i really enjoy this aldi.,,
vegetables and meats all the time.,,
i love this place.,,
can fill up a cart for less than $100!,,
best grapes in the city.,,
the best price,,
their snacks are the best,,
please bring back the  incredible cornbread crackers!,,
great place & deals,,
fruit is good but you may have to search over the overriped.,,
overall good groceries.,,
nice shopping experience .,,
employees should not be running floor machinery while customers are shopping nor should employees be stocking while blocking passage of customers.,,
then talk smack to customers.,,
telling them they need to be patient  just sad.,,
overall good,,
it's ok better severices,,
i was in and out.,,
they're great,,
love this store...,,
my go to for the basics.,,
aldi brand is awesome,,
great selection of products at unbeatable prices!,,
the deals there are so worth it and dont forget to bring your quater for the cart,,
can get bang for my buck,,
great place to shop health for an low price ðÿ“ðÿžðÿðÿšðÿœðÿ‹,,
it's so nice that i'm in there to buy two or three things & end up with a full shopping cart.,,
dont have whats advertised,,
great prices....,,
alway's pleasant,,
good customer service.,,
i live a 5 minute walk away.,,
overall very happy with it.,,
.... and i can sympathize.,,
there was a slightly dyslexic girl at checkout.,,
she had the right numbers.,,
in the wrong order.,,
i got charged more than it should have â€¦,,
and i love getting my wine from here.,,
my visit to this supermarket was very pleasant.,,
the staffs were friendly and extremely helpful.,,
thanks!,,
amazing store!,,
i love this store!!,,
nice corner store.,,
it's a corner grocery store and very convenient.,,
this store is under new improved management.,,
making this place better than a convenient store.,,
you can find your basics.,,
your favorite beer and something for dinner all in the same spot.,,
some items are priced comparable.,,
others can be â€¦,,
a nice place to go pickup certain grocery items.,,
local.,,
but can be pricey outside of that.,,
i use this store more for my last minute items and snacks.,,
great staff!,,
my visit to the avenue market was very pleasant.,,
the cashiers were friendly and extremely helpful.,,
eric reeder,,
nice market,,
it is the best i have been going there for more than 20 years and very convenient,,
nice small supermarket.,,
interesting products.,,
i love it.,,
"it has almost everything
great staff.",,
they've added a new produce section with about anything you need.,,
have an extensive craft beer selection for the type of store.,,
a great corner market.,,
it is amazing store!,,
produces .far price.,,
i don't know what people are talking about.,,
this is the highest priced store in the area of new hampshire avenue nw.,,
a loaf of bread costs $3.00!,,
orange juice costs $4.00.,,
a small jar of coffee costs $5.00.,,
it is super expensive.,,
and i'm â€¦,,
some items in produce are sold in larger packages; 10 jalapenos and if you need just two.,,
ask the guy in produce and he'll provide two for you.,,
they also carry a wide selection of goya â€¦,,
this is  a family community here and i love the owner of the store micheal,,
love it,,
the staff in the store are very nice and manager also nice as well i have been shopping at this store for a long time but it so expensive,,
beer.,,
etc...,,
don't buy food here unless u want food poisoning n check all dates on the packages,,
a small market.,,
but we can find out most of daily needed stuffs.,,
staff is friendly.,,
thanks mike & staff... like familyâ¤,,
nice people and downtown,,
excellent,,
seriously about 30 percent cheaper than safeway on nearly everything except national brand chips.,,
big on whole sale,,
i love this store,,
very unsanitary smells awful inside.,,
local but can be pricey,,
cheap meat prices,,
gundin,,
"(translated by google) good place

(original)
buen lugar",,
"(translated by google) it is close to where i live

(original)
estã¡ cerca de donde vivo",,
mencanto,,
"(translated by google) very well

(original)
muy bien",,
"(translated by google) very nice

(original)
bien bonito",,
"(translated by google) thank you

(original)
gracias",,
"exelent service friendly and helpful 
it is a full market with a long variety of wines and beers and many more items that you would find in a gourmet market",,
really good place for lunch time deli sandwiches.,,
they have an unbelievable stock and a well manicured store.,,
"i don't know if it gets full ""super"" market status but capitol hill market is still cute.",,
well organized.,,
very amazing goods and the customer service is top notch.,,
the prices are the reasonable and affordable.,,
great staff and they make the best sandwiches,,
though small.,,
they've really got most everything you could want.,,
plus a great deli.,,
a hidden gem in the city!,,
great deli sandwiches.,,
reasonable pricing on everything!,,
i want to move to the area just to go to this store everyday!,,
i will definitely return!,,
good place for what you need at the time you need it.,,
but you'll pay the price for it.,,
understandably (if you know dc).,,
great sandwiches!,,
great service!,,
you can buy all the basics you need.,,
great well-established market with many not-so-ordinary choices for an exotic cuisine.,,
out of the corner stores around here.,,
this one has the best selection of foods and best prices.,,
has a good amount of deli-related products too.,,
great customer service.,,
good service.,,
"food ***** 5 star
swiss grilled cheese w/tomato recommended",,
it's convenient.,,
and way better than a regular convenience store.,,
but prices are high and.,,
other than the deli and wine sections.,,
they mostly sell fatty.,,
over-processed junk food.,,
a larger variety of seasonal fruits and veggies.,,
less sugary â€¦,,
great for harder to find food items.,,
but a little pricey like everything else in this darn town.,,
they have quite a large selection from beer & wine to groceries and a deli counter.,,
the employees were nice and attentive to me.,,
i like this place and i'll be back.,,
great if you want  prepared  luch.,,
they don't really bother with you if you want cold cuts,,
well located.,,
i enjoyed the sandwishes,,
they have surprisingly good produce.,,
i get a vegetarian sandwich here everyday.,,
it's great and the price is reasonable.,,
the bread is chewy.,,
the avacado is green and the cheese is yummy.,,
for $7.,,
can usually be in and out in 5 minutes too!,,
recommend for vegetarians and meat eaters!,,
great little market with a deli.,,
awesome friendly staff who are very helpful.,,
appears to be family run.,,
would have been 5 stars if better hours.,,
great sandwiches,,
delicious breakfast,,
it's convenient to have there but incredibly overpriced on most items.,,
$7 strawberries?,,
c'mon now.,,
great breakfast and lunch sandwiches made to order.,,
good selection of necessities.,,
it was a little late and i had missed the closing deadline for the deli.,,
i needed a few cold cuts to feed my family.,,
the gentleman at the store was very nice and polite and didn't turn me away.,,
he actually took the time to make my cold cuts â€¦,,
this a nice little supermarket.,,
when you're in a pinch for time.,,
go here.,,
small selection.,,
small store.,,
liked the setting out front for ice cream and people watching.,,
the chicken on fire is a one of a kind great sandwich that you only get here it's a spicy cajun chicken breast on a toasted sub roll with lettuce.,,
tomato.,,
pepper jack cheese avocado and spread with basil pesto.ðÿ‘ðÿ–’,,
awesome mini-supermarket .,,
great beer selection that rotates true out the year very well in offers.,,
friendly service!,,
great.,,
reasonably-priced deli for sandwiches close to the hill.,,
this is a great place to stop when you need a few things on your way home.,,
they have most common grocery items.,,
a few household things.,,
a variety of wine and beer.,,
seems to be a little pricier than local competitors.,,
still.,,
absolutely a great.,,
historic part of capitol hill.,,
get the roast beef focaccia and substitute for lightly toasted white bread.,,
nom.,,
nom!!,,
i love this market.,,
great deals on wine.,,
and the family who runs it are very friendly and helpful.,,
good craft beer n wine range also custom sandwiches,,
good sandwiches at a decent price!,,
very convenient location.,,
and decent selection.,,
the markup makes it tough to justify.,,
"great convince and location.. a little ""price-eee"".",,
good service and staff.,,
super taste-eee deli food sandwiches!,,
decent selection for such a tiny place.,,
also very conveniently located,,
good shopping experince,,
is there milk,,
great deli sandwiches with a very friendly staff.,,
i love getting lunch here,,
great paninis.,,
good selection of basics and a tasty deli.,,
friendly staff but there is a mark up.,,
has a deli,,
friendly staff and a reasonable wine selection.,,
big fan of the deli at this place.,,
boar's head meats.,,
very friendly staff.,,
i'd recommend the chicken on fire.,,
decent place to shop.,,
while its a convient place to shop location wise some of the prices are unreasonable and marked way up--while this is expected of a local supermarket i try to do my shopping elsewhere--but it's not a terrible place if you need one or two things to hold you over.,,
small.,,
but the base is there.,,
good choice of sandwich and prepared dish on site.,,
everything you need and open during a snowstorm even though everything else in dc is closed.,,
kind restocking guys but limited products expensive produce,,
great local market,,
deli is good.,,
supermarket is lacking.,,
the sandwiches are great!,,
great place to grab wine,,
great selection...great deli!,,
best sandwiches on the hill!,,
no restrooms,,
very overpriced!,,
pricey,,
itt jã¡noshalman tudnak irã¡nyã­tani.budapest ungarn.bem u 6 bã¡tya + sogornå‘je bem u dagi laci mell.dobo sã¶rã¶zå‘ megy mã¡sik hã¡zhoz bem u dagi laci mell.ott 40 megy ã¼gyeletre dolgni mell mã©szã¡ros ã¶rzã¶ vedã¶ megy ã¼gyeletre.atfordit engem.barkit â€¦,,
"(translated by google) perfect

(original)
parfait",,
overprices !,,
×‘×™×§×•×¨ ×—×•×‘×”,,
hidden gem in trinidad!,,
spacious.,,
neat aisles.,,
definitely a one stop shop for basic household and food items.,,
did i mention the â€¦,,
great place to get what you want and need... and the deli makes great cold cut subs!,,
see ya tomorrow!,,
under new management and gladly so.,,
love the hometown feel.,,
ebt.atm.,,
keno.lottery.,,
deli now open.,,
great little store.,,
wonderful prices.,,
friendly environment.,,
and a great assortment of products.,,
just moved in the area(about a block over) and i swear this store has all you need.,,
the prices are amazing and the ppl are so respectful.,,
upon entering they have the little lottery tables and a few elder men who greet you at the door and â€¦,,
expensive but what corner store isn't.,,
great customer service,,
dirty junkies asking for money,,
very nice and family friendly.,,
i've been dealing with them for over 15 years.,,
i love ma n pa.,,
great service,,
under new management!,,
seems to have a great variety of products with a very welcoming environment.,,
old ownership from 2000s came back.,,
great staff.,,
great community partner and continuous improvement on stocked items.,,
not open at 3 pm on a saturday because of an doctors appointment.,,
apparently.,,
need to be closed health inspection needed constantly,,
staff is helpful.,,
neighbourhood is safe to walk even after 9 on a saturday.,,
prices are fair.,,
good place to pick up last minute items.,,
they have good wines!,,
beer and wine too.,,
nice grocery store.,,
good selection,,
just go down the street to corner market.,,
it's cheaper.,,
the cashier is often asleep,,
prices are very expensive.,,
but you are paying for convenience here.,,
has most of the essentials stuffed into a small space.,,
including some meat.,,
people behind the counter are quiet.,,
but nice.,,
had some decent items.,,
packed shelves.,,
not a lot of space and light.,,
beers and wine has a wide variety.,,
well lit.,,
well stocked with a variety of foods from the usual to the gourmet.,,
and higher than normal prices.,,
the owner is a man of few words.,,
but a kind person.,,
his family member who is on mornings is â€¦,,
the proprietors would serve themselves well by being more engaging and welcoming.,,
i usually walk the extra block to the shop where the people are friendly.,,
grumpy cat works behind the counter.,,
terrible service!,,
better off going across the street to corner market.,,
service is rude and there is a credit card minimum of ten dollars ðÿ™„ but this place has everything you need.,,
itâ€™s conveniently located.,,
decent selectio of beer and of wine.,,
canned goods.,,
dry goods.,,
ice cream.,,
juice.,,
water.,,
dairy.,,
atm.,,
surprisingly large selection.,,
a little pricey,,
one would only go there out of necessity.,,
little store.,,
narrow isles.,,
high prices.,,
but you can find something to eat.,,
drink.,,
or something you forgot to bring.,,
your on vacation.,,
it is going to be expensive.,,
very pricey and rude,,
refused guide dog.,,
told us there was poison on the floor.,,
lovely shop ....,,
excellent.,,
meat and produce better than most supermarkets.,,
most people don't know.,,
but 50 years ago was actually a safeway store.,,
one can't go wrong shopping here.,,
i love this little store.,,
i used to go here all the time when i lived and worked nearby.,,
great place to buy ingredients for hispanic foods.,,
of which i cannot eat enough.,,
small market.,,
this is a great market with very good prices.,,
perfect to safe money on paper towels and it is odor free.,,
love it very much,,
great prices on meat!,,
very good prices convenient location,,
great place for immigrants from caribbean.,,
central and south america.,,
you will find almost any grocery you need at a reasonable price,,
great prices for all sorts of basic groceries.,,
i came here for frozen pulp of passion fruit.,,
got it!,,
great selection and good prices,,
good place to stock up on spices at a good price.,,
good cigarette prices.,,
good prices for produce.,,
amazing prices for most of the stuff.,,
worthy to buy papaya.,,
yuca.,,
green plantains.,,
yellow plantains.,,
raspadura (panela/ raw sugar cane).,,
tamarind.,,
i buy those things in there because i can't find anywhere else in nova and even less at those prices.,,
the place is â€¦,,
everything is to spensive they take advantage of the hispanic people with higher prices,,
very chap price for everyday consuming products.,,
good veggies.,,
"(translated by google) excellent place to buy and a very friendly dedicated staff

(original)
excelente lugar para comprar y un personal dedicado muy amable",,
"(translated by google) latin products available

(original)
productos latinos disponibles",,
tacos el torito,,
"(translated by google) pleasant customer service

(original)
agradable atenciã³n al cliente",,
limpio cã³modo barato,,
i can't wait until they open a full-size lidl nearby.,,
i really like the selection of products that are so unique.,,
tiny.,,
but with a ton of favourite lidl products at their great prices.,,
apples.,,
onions.,,
peppers.,,
milk... and a selection of snacks and sides.,,
as â€¦,,
the asian guy that works there is too cute,,
amazing â€œlidlâ€ convenience store!,,
has everything you need with phenomenal prices!,,
this area totally needs another grocery store,,
(translated by google) prices are like in bulgaria.,,
cash is not accepted only with a card is paid.,,
"(original)
ð¦ðµð½ð¸ñ‚ðµ ñð° ðºð°ñ‚ð¾ ð² ð‘ñšð»ð³ð°ñ€ð¸ñ.",,
ðºðµñˆ ð½ðµ ñðµ ð¿ñ€ð¸ðµð¼ð° ñð°ð¼ð¾ ñ ðºð°ñ€ñ‚ð° ñðµ ð¿ð»ð°ñ‰ð°.,,
unfortunately.,,
i was told it caughr fire.,,
but it was a nice homely place to shop.,,
prices in the store is outrageous,,
overpriced but convenient,,
tiene lo bã¡sico para comer.,,
products are in good prices compare to other places.,,
im going to shop there again!!,,
fantastic selection of meat and produce at a great price.,,
i love their marinated meats and diverse selection of beef cuts.,,
full grocery.,,
deli.,,
and bakery items available.,,
go for the beef.,,
come back because of the welcoming service.,,
and helpful!,,
love this place.,,
great remodel...very impressed.,,
love julie and kate!,,
hi guys!,,
would not recommend for catering.,,
i placed my order over five times with john monaco.,,
the catering manager.,,
who assured me he'd follow up with me.,,
after not hearing back from anyone.,,
i escalated the matter to the assistant store manager; â€¦,,
great cuts of meat.,,
and great prices.,,
packaging is excellent with many items in thick vacuum bags - you can stock up and most things will stay good in the fridge for over a week and even past their sell by date.,,
even their â€¦,,
great customer service and super good food,,
great food great price knowledgeable staff,,
omg if you haven't tried mckinnons it's a must going on 4 years and won't get my meats anywhere else cold cuts are great to when i shop for my family of 6 they know cold cuts are for dinner that night.so trust and believe you need to check â€¦,,
good meat!,,
some good sales too,,
visited on a busy saturday afternoon.,,
but cashiers and staff were efficient and helpful.,,
they offer a great deli counter.,,
and many grocery staples.,,
as well.,,
they make some of their own sauces and marinades.,,
fantastic place to stock up before your summer bbq!,,
had some good lamb chops in filet mignon from me last week just picked up a few meets tonight some good prices and good meat,,
great place for meat but $5 a gallon of milk?,,
really?,,
all in all.,,
the only place i'll go for great cuts of meat!,,
one stop shopping.,,
was in line and cashier just walked away...didn't say any ..butcher ended up ringing my stuff ..thank you,,
what a great variety...so many flavors for the grill.,,
tried the steak tips original flavor oh my goodness i could not get enough,,
very good.,,
chicken tenders swett e sour.,,
mckinnon's!,,
enough said.,,
go figure the prices are great too.,,
got an amazing 4 lb brisket that was trimmed great!,,
that also came with spices that were custom made and not in a packet like usual.,,
can't go wrong!,,
best selection of meats around and great prices,,
good place to buy meat..excellent,,
every time i go in for a couple of things.,,
i get additional items because everything looks good.,,
i absolutely love this place and the people.,,
just plain great!,,
nice people...great local market...,,
best meats ever.,,
been going there for years luv it.,,
absolutely love it!,,
problem is you can't stop buying things because it all just looks so good and the staff is very accommodating so if you don't see it just ask.,,
great choices.,,
great food.,,
satisfaction guaranteed.,,
overall greatness,,
plain and simple.,,
best meats around!,,
must tries are the marinated steak tips (try the original) and the meatloaf!!,,
also love the stuffed pork chops!!,,
best meats in town and great selection of bakery products that you wouldn't think they would have .,,
great place for meat and cold cuts friendly service every time.,,
we go here sometimes .,,
love they cowboy steak .,,
amazing meat and cheese for dinner.,,
nice staff .,,
love the deli guys .,,
40 minutes walk to our house .,,
the best market ever,,
all good,,
amazing meat selection.,,
if you don't see what you like.,,
just ask and the staff will butcher it in the back for you.,,
prices can be high.,,
best customer service.,,
love the employees,,
the marinated chicken (original recipe) is great but the steak tips are horrible.,,
they pack them in a way so that the very thinnest slices of tips are sort of rolled up so they look thick and full.,,
you open the package and they are super â€¦,,
great place for meats.,,
better than arby's...,,
i go to mckinnon's for their great sales.,,
their  own roast beef is the best as well as their baked ham.,,
lots of marinades meat .good potato salad,,
i was really impressed with the breadth of selection.,,
has probably 95% of what i would get at a large supermarket and also has an actual butcher shop.,,
fantastic place for meat... with real butchers to help you!,,
they are a great butcher shop.the meats are awsome and the deli is great too.the lemon pepper chicken is out of this world!!,,
they make their own bacon cheese at the deli.sooo good!,,
this place is small but they've got great meats.,,
we love their meats...and deli products.,,
love this place employees are wonderful,,
i love shopping at mckinnon's.,,
the people who work there are so nice and helpful.,,
best meat around and if you don't see it- ask the butchers out back.,,
they do custom cuts as well!,,
great people ready to serve you,,
fast.,,
good variety.,,
good god i like this place.,,
the place is tiny with 3ish-isles filled to the brim with lamb chops.,,
chicken.,,
steak.,,
hot dogs.,,
pork.,,
amazing every time!!,,
steak tips!!!,,
mckinnon's is the place to be to buy marinated meats ready to grill.,,
hands down the best and tastiest!!,,
great place to grab your meats for bbq!!!!!,,
very freindly service!,,
i don't buy meat anywhere but here!,,
good shopping,,
very nice and on a sunday  morning,,
best shopping around,,
barbecue heaven,,
rather go here than large supermarkets.,,
have what i need and many choices as well.,,
very  courteous  and helpful,,
tons of food.,,
short $...,,
a little bit on the expensive side,,
muito lindo mesmo adorei..,,
bom de mais,,
great market food,,
my first visit at this location.,,
check-out was conducted in a very expedited manner.,,
i liked that the basket allowed for me to transfer groceries to my vehicle.,,
experiencing a disability that was a plus factor.,,
will be visiting again.,,
this is a really nice place to run to when you have got a last-minute need!,,
this is my last one stop shop!,,
the best on this side of town considering some of the others!,,
excellent store with a lot deals.,,
very reasonable prices.,,
i like the store.,,
its convenient.,,
the employees are pleasant.,,
they cheap.,,
hope they not poisoning me,,
there were only 2 cashier and the lines were extremely long.,,
this is the norm for this particular save a lot.,,
new braunfels football games there even when you're not looking you can find some good good bargains there try it you'll like it,,
good value.,,
friendly check out attendant.,,
chicken thighs under a dollar per pound today.,,
be sure to bring your own bags.,,
they charge for them.,,
keep a sharp eye for great values.,,
protein bars $1.69...7 pet box use it to replace candy bars.,,
it's a place for you to run in and get some small things but not for you to grocery shop,,
only issue i've is them selling grocery bags,,
the savings were unbelievable!,,
ended up only paying less than $10 for a 20lbs plus turkey.,,
my bill was $63!,,
sweet potatoes a steal.,,
and apples $1.49 for 5lb bag.,,
wonderful!,,
i went in early & there was no line.,,
just go early,,
too much standing when waiting for a ride.,,
wish to have seats,,
i love the store,,
items purchased - great.,,
1 cashier.,,
so line was long ... they did bring out another.,,
i'm happily going back!,,
i did notice significant savings .,,
but i'll bet my best buck on aldi .,,
better selection of baking goods/fre$h produce.,,
very well convenient,,
the fact that heâ€™s handsome too is just a plus,,
the sales on meat is very helpful ...   great deals great prices...... very good customer service as well!,,
thanks sav-alot,,
straight to the point save a lot of money with a good selection wide selection of food you need to go there just to check it out it's very very unique in there,,
great customer service and prices,,
great staff,,
good prices,,
there prices are very good (try them),,
alot of food expired.,,
told the clerk who said they were aware turned around and left the expired food on the shelves.,,
but empty.,,
didn't really have anything that i liked.,,
great staff and reasonable prices,,
a dann mess n temple hills,,
great bargains...but this week the hamburger is sky high!,,
where did this rich cow come from ?,,
this place has very good service and sales...!!,,
!4,,
the prices are fantastic!!,,
