,lat,lon,name,admin1,admin2,cc,coord_tuple
7411,-26.9033,27.45727,Parys,Orange Free State,Fezile Dabi District Municipality,ZA,"('-26.865347', '27.337417')"
7412,3.1412,101.68653,Kuala Lumpur,Kuala Lumpur,,MY,"('3.1429234', '101.684449')"
7413,28.65381,77.22897,Delhi,NCT,North Delhi,IN,"('28.6698518', '77.3105181')"
7414,8.4855,76.94924,Thiruvananthapuram,Kerala,Thiruvananthapuram,IN,"('8.5002941', '76.9531989')"
7415,51.53333,0.05,East Ham,England,Greater London,GB,"('51.5162331', '0.0627099')"
7416,31.95522,35.94503,Amman,Amman,,JO,"('31.948019', '35.8919371')"
7417,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2664902', '55.3225072')"
7418,35.6895,139.69171,Tokyo,Tokyo,,JP,"('35.655364', '139.734573')"
7419,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2288092', '55.3190911')"
7420,25.0657,55.17128,Dubai,Dubai,,AE,"('25.0775088', '55.1337997')"
7421,21.36753,40.28694,Al Hada,Makkah,,SA,"('21.6238099', '40.4315057')"
7422,48.20849,16.37208,Vienna,Vienna,Wien Stadt,AT,"('48.2047335', '16.3796601')"
7423,26.27944,50.20833,Khobar,Eastern Province,,SA,"('26.3330617', '50.2138351')"
7424,12.91723,74.85603,Mangalore,Karnataka,Dakshina Kannada,IN,"('12.8990305', '74.8594944')"
7425,52.22904,21.01644,Srodmiescie,Masovian Voivodeship,Warszawa,PL,"('52.214697', '21.0281113')"
7426,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2674829', '55.2968522')"
7427,6.45254,3.43584,Ikoyi,Lagos,,NG,"('6.4220536', '3.4866077')"
7428,19.23496,72.85976,Borivli,Maharashtra,Mumbai Suburban,IN,"('19.223896', '72.850039')"
7429,9.02165,76.93265,Punalur,Kerala,Kollam,IN,"('9.003231', '76.7822835')"
7430,25.0657,55.17128,Dubai,Dubai,,AE,"('25.0947464', '55.1844207')"
7431,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.251619', '55.282157')"
7432,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2218511', '55.2815141')"
7433,29.9,31.25,Al Hawamidiyah,Al Jizah,,EG,"('29.95844', '31.26045')"
7434,43.09531,6.07297,Carqueiranne,Provence-Alpes-Cote d'Azur,Departement du Var,FR,"('43.0874903', '6.0816731')"
7435,51.51116,-0.18426,Bayswater,England,Greater London,GB,"('51.5151593', '-0.1628074')"
7436,37.11667,25.23333,Naousa,South Aegean,Nomos Kykladon,GR,"('37.0330397', '25.2548651')"
7437,31.78199,35.21961,West Jerusalem,Jerusalem,,IL,"('31.782853', '35.203845')"
7438,29.34722,47.96167,Ash Shamiyah,Al Asimah,,KW,"('29.361634', '47.962752')"
7439,51.51216,-0.30204,Ealing,England,Greater London,GB,"('51.5097748', '-0.3076276')"
7440,23.07041,72.65702,Naroda,Gujarat,Ahmadabad,IN,"('23.0537058', '72.6898515')"
7441,27.88334,78.07475,Aligarh,Uttar Pradesh,Aligarh,IN,"('27.892489', '78.080132')"
7442,53.79648,-1.54785,Leeds,England,City and Borough of Leeds,GB,"('53.7982623', '-1.5411758')"
7443,21.54238,39.19797,Jeddah,Makkah,,SA,"('21.6149102', '39.1391165')"
7444,24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('24.8691502', '46.8077874')"
7445,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.3757007', '55.4031435')"
7446,50.04523,18.70062,Zory,Silesian Voivodeship,Zory,PL,"('50.049811', '18.714046')"
7447,27.52188,41.69073,Hayil,Mintaqat Ha'il,,SA,"('27.4837008', '41.69118')"
7448,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.299684', '55.3804241')"
7449,44.77833,20.47583,Vozdovac,Central Serbia,Belgrade,RS,"('44.7661525', '20.4757814')"
7450,19.07283,72.88261,Mumbai,Maharashtra,Mumbai Suburban,IN,"('18.994168', '72.825552')"
7451,30.42039,31.56223,Bilbays,Eastern Province,,EG,"('30.242408', '31.725916')"
7452,50.24841,18.74594,Przyszowice,Silesian Voivodeship,Powiat gliwicki,PL,"('50.2993855', '18.7358965')"
7453,24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.43197', '54.4128159')"
7454,25.27932,51.52245,Doha,Baladiyat ad Dawhah,,QA,"('25.3246884', '51.5290258')"
7455,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2989762', '55.4422595')"
7456,19.23496,72.85976,Borivli,Maharashtra,Mumbai Suburban,IN,"('19.227555', '72.839162')"
7457,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.3495943', '55.3891557')"
7458,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.1616718', '55.4007126')"
7459,29.14309,71.25976,Ahmadpur East,Punjab,,PK,"('29.1412099', '71.2247749')"
7460,23.63018,85.51926,Ramgarh,Jharkhand,Ramgarh,IN,"('23.4904599', '85.5862779')"
7461,21.54238,39.19797,Jeddah,Makkah,,SA,"('21.5711101', '39.2108599')"
7462,39.06112,-94.81968,Edwardsville,Kansas,Wyandotte County,US,"('39.126864', '-94.8239558')"
7463,52.48142,-1.89983,Birmingham,England,City and Borough of Birmingham,GB,"('52.4735148', '-1.8701756')"
7464,25.11641,56.34141,Al Fujayrah,Al Fujayrah,,AE,"('25.121464', '56.3307999')"
7465,25.0657,55.17128,Dubai,Dubai,,AE,"('25.1632356', '55.2176352')"
7466,37.36883,-122.03635,Sunnyvale,California,Santa Clara County,US,"('37.399242', '-122.025505')"
7467,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.261177', '55.333239')"
7468,13.07,80.24083,Chetput,Tamil Nadu,Chennai,IN,"('13.0450725', '80.2593514')"
7469,47.67399,-122.12151,Redmond,Washington,King County,US,"('47.6703704', '-122.1200671')"
7470,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2232442', '55.3503257')"
7471,53.62744,21.81253,Pisz,Warmian-Masurian Voivodeship,Powiat piski,PL,"('53.798539', '21.7720766')"
7472,10.10468,76.3565,Aluva,Kerala,Ernakulam,IN,"('10.108442', '76.37183')"
7473,12.97194,77.59369,Bangalore,Karnataka,Bangalore Urban,IN,"('12.967823', '77.606638')"
7474,21.27028,40.41583,Ta'if,Makkah,,SA,"('21.2744026', '40.4240257')"
7475,25.28812,55.88157,Adh Dhayd,Ash Shariqah,,AE,"('25.1263913', '55.8574554')"
7476,52.48142,-1.89983,Birmingham,England,City and Borough of Birmingham,GB,"('52.4787593', '-1.885473')"
7477,44.02361,43.09222,Goryachevodskiy,Stavropol'skiy,,RU,"('44.0412105', '43.1183558')"
7478,20.6274,-87.07987,Playa del Carmen,Quintana Roo,,MX,"('20.633702', '-87.070827')"
7479,-8.79093,115.16006,Jimbaran,Bali,,ID,"('-8.8104228', '115.1675986')"
7480,52.24424,21.08545,Praga Poludnie,Masovian Voivodeship,Warszawa,PL,"('52.2385641', '21.0857275')"
7481,25.0657,55.17128,Dubai,Dubai,,AE,"('25.0850768', '55.1486559')"
7482,55.60587,13.00073,Malmoe,Skane,Malmo,SE,"('55.5832225', '13.0051398')"
7483,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2601425', '55.3312549')"
7484,30.06263,31.24967,Cairo,Muhafazat al Qahirah,,EG,"('30.0909806', '31.331435')"
7485,25.0657,55.17128,Dubai,Dubai,,AE,"('25.2261153', '55.2587372')"
7486,13.16089,80.25727,Chinnasekkadu,Tamil Nadu,Thiruvallur,IN,"('13.1396212', '80.2366622')"
7487,45.79167,15.9,Jankomir,Grad Zagreb,,HR,"('45.796672', '15.931593')"
7488,25.0657,55.17128,Dubai,Dubai,,AE,"('25.1618487', '55.205872')"
7489,-26.20227,28.04363,Johannesburg,Gauteng,City of Johannesburg Metropolitan Municipality,ZA,"('-26.0803545', '28.0167255')"
7490,26.44365,85.40076,Belsand,Bihar,Sitamarhi,IN,"('26.2921697', '85.3807886')"
7491,57.70716,11.96679,Goeteborg,Vaestra Goetaland,Goteborg,SE,"('57.6959365', '11.955094')"
7492,29.33278,48.02861,Hawalli,Muhafazat Hawalli,,KW,"('29.3409861', '48.0138424')"
7493,28.4601,77.02635,Gurgaon,Haryana,Gurgaon,IN,"('28.5038532', '77.0974258')"
7494,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2362697', '55.3067858')"
7495,-22.90278,-43.2075,Rio de Janeiro,Rio de Janeiro,Rio De Janeiro,BR,"('-22.9514182', '-43.1834935')"
7496,45.58773,-73.59501,Saint-Leonard,Quebec,Montreal,CA,"('45.582135', '-73.592922')"
7497,25.0657,55.17128,Dubai,Dubai,,AE,"('25.1977291', '55.2802925')"
7498,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2673627', '55.3149368')"
7499,50.03923,12.00342,Wunsiedel,Bavaria,Upper Franconia,DE,"('50.0436053', '12.019571')"
7500,43.45953,3.42384,Pezenas,Languedoc-Roussillon,Departement de l'Herault,FR,"('43.4528419', '3.419121')"
7501,19.07283,72.88261,Mumbai,Maharashtra,Mumbai Suburban,IN,"('18.9580783', '72.8322301')"
7502,21.54238,39.19797,Jeddah,Makkah,,SA,"('21.5529934', '39.162963')"
7503,36.19257,44.01062,Erbil,Arbil,,IQ,"('36.2097734', '44.045255')"
7504,35.78682,-78.66389,West Raleigh,North Carolina,Wake County,US,"('35.7903375', '-78.6631725')"
7505,21.54238,39.19797,Jeddah,Makkah,,SA,"('21.597907', '39.139307')"
7506,12.97194,77.59369,Bangalore,Karnataka,Bangalore Urban,IN,"('12.9717157', '77.6470254')"
7507,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2144685', '55.2809346')"
7508,26.13,50.555,Ar Rifa',Northern,,BH,"('26.1134478', '50.5757215')"
7509,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2394577', '55.2705483')"
7510,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.3356213', '55.3878137')"
7511,12.97194,77.59369,Bangalore,Karnataka,Bangalore Urban,IN,"('12.9004059', '77.6335138')"
7512,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2285565', '55.3190607')"
7513,-29.85185,30.99337,Berea,KwaZulu-Natal,eThekwini Metropolitan Municipality,ZA,"('-29.804352', '30.994318')"
7514,21.27028,40.41583,Ta'if,Makkah,,SA,"('21.2745797', '40.4333148')"
7515,34.52813,69.17233,Kabul,Kabul,,AF,"('34.5345186', '69.1709061')"
7516,52.81167,7.04722,Emmer-Compascuum,Drenthe,Gemeente Emmen,NL,"('52.876515', '7.076785')"
7517,26.27944,50.20833,Khobar,Eastern Province,,SA,"('26.3310103', '50.2269484')"
7518,21.54238,39.19797,Jeddah,Makkah,,SA,"('21.7328973', '39.0732354')"
7519,22.56667,88.35,Bara Bazar,West Bengal,Kolkata,IN,"('22.5532403', '88.3513436')"
7520,12.97194,77.59369,Bangalore,Karnataka,Bangalore Urban,IN,"('13.0099815', '77.6102372')"
7521,25.0657,55.17128,Dubai,Dubai,,AE,"('25.0883342', '55.1474538')"
7522,25.0657,55.17128,Dubai,Dubai,,AE,"('25.1892273', '55.2983609')"
7523,24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.4680738', '54.3731061')"
7524,29.0825,48.13028,Al Fahahil,Al Ahmadi,,KW,"('29.0789812', '48.1371294')"
7525,3.1412,101.68653,Kuala Lumpur,Kuala Lumpur,,MY,"('3.1434018', '101.6964165')"
7526,25.0657,55.17128,Dubai,Dubai,,AE,"('25.0859', '55.141425')"
7527,25.0657,55.17128,Dubai,Dubai,,AE,"('25.087604', '55.138061')"
7528,25.0657,55.17128,Dubai,Dubai,,AE,"('25.18561', '55.2581326')"
7529,29.0825,48.13028,Al Fahahil,Al Ahmadi,,KW,"('28.8944608', '48.2365539')"
7530,31.25654,32.28411,Port Said,Muhafazat Bur Sa`id,,EG,"('31.2563902', '32.3123357')"
7531,28.58,77.33,Noida,Uttar Pradesh,Gautam Buddha Nagar,IN,"('28.663375', '77.3218639')"
7532,38.76771,-9.19935,Pontinha,Lisbon,Odivelas,PT,"('38.7564134', '-9.1775928')"
7533,25.0657,55.17128,Dubai,Dubai,,AE,"('25.0641738', '55.1361031')"
7534,41.11343,-74.24543,Ringwood,New Jersey,Passaic County,US,"('41.1379932', '-74.2322554')"
7535,35.26275,-116.68475,Fort Irwin,California,San Bernardino County,US,"('35.2691281', '-116.0708458')"
7536,13.07,80.24083,Chetput,Tamil Nadu,Chennai,IN,"('13.0587247', '80.2639555')"
7537,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.1871169', '55.4083121')"
7538,53.46057,9.98388,Harburg,Hamburg,,DE,"('53.4680077', '9.9702396')"
7539,40.34024,49.8045,Badamdar,Baki,,AZ,"('40.3711149', '49.836698')"
7540,25.27932,51.52245,Doha,Baladiyat ad Dawhah,,QA,"('25.2663888', '51.5535207')"
7541,24.19167,55.76056,Al Ain,Abu Dhabi,,AE,"('24.2192754', '55.7755548')"
7542,58.53706,15.03649,Motala,OEstergoetland,Motala Kommun,SE,"('58.5332', '15.0375632')"
7543,8.38373,98.45123,Takua Thung,Phangnga,,TH,"('8.342051', '98.434159')"
7544,28.58,77.33,Noida,Uttar Pradesh,Gautam Buddha Nagar,IN,"('28.5670639', '77.285219')"
7545,9.93988,76.26022,Cochin,Kerala,Ernakulam,IN,"('9.9674535', '76.2861463')"
7546,50.50922,5.6595,Sprimont,Wallonia,Province de Liege,BE,"('50.5227807', '5.6569194')"
7547,24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.3053568', '54.6716675')"
7548,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.230049', '55.2870064')"
7549,33.6007,73.0679,Rawalpindi,Punjab,,PK,"('33.5511564', '73.1249681')"
7550,24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.441111', '54.575278')"
7551,25.0657,55.17128,Dubai,Dubai,,AE,"('24.9087787', '55.1163906')"
7552,34.14778,-118.14452,Pasadena,California,Los Angeles County,US,"('34.1420884', '-118.1319081')"
7553,40.41831,-3.70275,City Center,Madrid,Provincia de Madrid,ES,"('40.423202', '-3.7125849')"
7554,27.46821,89.64441,Lungtenzampa,Thimphu,,BT,"('27.4745718', '89.6398228')"
7555,24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('24.6149913', '46.7571134')"
7556,25.0657,55.17128,Dubai,Dubai,,AE,"('25.11446', '55.213711')"
7557,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.3391389', '55.3863032')"
7558,25.0657,55.17128,Dubai,Dubai,,AE,"('25.1472761', '55.2460344')"
7559,18.3,42.73333,Khamis Mushait,Mintaqat `Asir,,SA,"('18.2537887', '42.7580488')"
7560,28.65381,77.22897,Delhi,NCT,North Delhi,IN,"('28.6574124', '77.3026311')"
7561,42.76854,10.87746,Castiglione della Pescaia,Tuscany,Provincia di Grosseto,IT,"('42.765989', '10.860798')"
7562,39.46975,-0.37739,Valencia,Valencia,Provincia de Valencia,ES,"('39.4818921', '-0.3948498')"
7563,25.77427,-80.19366,Miami,Florida,Miami-Dade County,US,"('25.7872663', '-80.1898316')"
7564,24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('24.806097', '46.8003328')"
7565,47.8601,-122.2043,Mill Creek,Washington,Snohomish County,US,"('47.8347928', '-122.211951')"
7566,24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('24.5749679', '46.6758532')"
7567,41.38022,2.17319,Ciutat Vella,Catalonia,Provincia de Barcelona,ES,"('41.3751955', '2.1694306')"
7568,30.06263,31.24967,Cairo,Muhafazat al Qahirah,,EG,"('30.0882876', '31.3444753')"
7569,47.62093,-122.22762,Medina,Washington,King County,US,"('47.5939784', '-122.243371')"
7570,46.80237,7.15128,Fribourg,Fribourg,Sarine District,CH,"('46.8021891', '7.1534925')"
7571,26.21861,50.54778,Jidd Hafs,Manama,,BH,"('26.229856', '50.542404')"
7572,25.0657,55.17128,Dubai,Dubai,,AE,"('25.1956654', '55.2785139')"
7573,25.0657,55.17128,Dubai,Dubai,,AE,"('25.2005661', '55.266411')"
7574,25.0657,55.17128,Dubai,Dubai,,AE,"('25.0736146', '55.1393052')"
7575,25.0657,55.17128,Dubai,Dubai,,AE,"('25.1186328', '55.2075311')"
7576,30.00808,31.21093,Al Jizah,Al Jizah,,EG,"('30.0100326', '31.227778')"
7577,31.95522,35.94503,Amman,Amman,,JO,"('31.9424328', '35.9034682')"
7578,40.78955,-74.05653,Secaucus,New Jersey,Hudson County,US,"('40.7861422', '-74.0742719')"
7579,24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.5252812', '54.6757689')"
7580,32.02581,35.86458,Al Jubayhah,Amman,,JO,"('31.985267', '35.871442')"
7581,13.75398,100.50144,Bangkok,Bangkok,,TH,"('13.7465718', '100.4933053')"
7582,33.6007,73.0679,Rawalpindi,Punjab,,PK,"('33.6172562', '73.0615273')"
7583,24.9056,67.0822,Karachi,Sindh,Karachi District,PK,"('24.8544386', '67.0071716')"
7584,30.06263,31.24967,Cairo,Muhafazat al Qahirah,,EG,"('30.0444196', '31.2357116')"
7585,24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('24.7472917', '46.7609426')"
7586,31.54972,74.34361,Lahore,Punjab,,PK,"('31.4677712', '74.3016593')"
7587,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.1703726', '55.4085042')"
7588,50.45466,30.5238,Kiev,Kyiv City,,UA,"('50.435862', '30.5260269')"
7589,25.0657,55.17128,Dubai,Dubai,,AE,"('25.1142101', '55.2053818')"
7590,51.59067,-0.02077,Walthamstow,England,Greater London,GB,"('51.5700869', '-0.0262419')"
7591,8.35122,-62.64102,Ciudad Guayana,Bolivar,Municipio Caroni,VE,"('8.285905', '-62.752798')"
7592,18.21639,42.50528,Abha,Mintaqat `Asir,,SA,"('18.2584764', '42.3890081')"
7593,50.08258,8.24932,Wiesbaden,Hesse,Regierungsbezirk Darmstadt,DE,"('50.08394', '8.240887')"
7594,25.0657,55.17128,Dubai,Dubai,,AE,"('25.0114382', '55.1593542')"
7595,12.97194,77.59369,Bangalore,Karnataka,Bangalore Urban,IN,"('12.9773583', '77.6930588')"
7596,27.91582,34.32995,Sharm el-Sheikh,South Sinai,,EG,"('27.7383351', '34.2428423')"
7597,59.60334,60.5787,Serov,Sverdlovsk,,RU,"('59.6072005', '60.6113825')"
7598,28.65381,77.22897,Delhi,NCT,North Delhi,IN,"('28.6698036', '77.3126508')"
7599,28.65381,77.22897,Delhi,NCT,North Delhi,IN,"('28.6616986', '77.3111307')"
7600,20.01288,41.46767,Al Bahah,Mintaqat al Bahah,,SA,"('20.157721', '41.7213589')"
7601,25.0657,55.17128,Dubai,Dubai,,AE,"('25.1975148', '55.2748732')"
7602,25.0657,55.17128,Dubai,Dubai,,AE,"('25.1066506', '55.2256379')"
7603,37.64129,-0.71651,La Manga del Mar Menor,Murcia,Murcia,ES,"('37.6633676', '-0.7274448')"
7604,29.295,47.93306,Ar Rabiyah,Al Asimah,,KW,"('29.302723', '47.937793')"
7605,51.51579,-0.4234,Hayes,England,Greater London,GB,"('51.5154663', '-0.4032589')"
7606,48.14146,11.45599,Pasing,Bavaria,Upper Bavaria,DE,"('48.1582675', '11.5033143')"
7607,25.0657,55.17128,Dubai,Dubai,,AE,"('25.1135421', '55.201837')"
7608,53.84711,-1.78785,Baildon,England,Bradford,GB,"('53.8383177', '-1.7881811')"
7609,25.0657,55.17128,Dubai,Dubai,,AE,"('25.0396943', '55.1414752')"
7610,-37.814,144.96332,Melbourne,Victoria,Melbourne,AU,"('-37.81694', '144.965841')"
7611,48.85341,2.3488,Paris,Ile-de-France,Paris,FR,"('48.8608048', '2.3317647')"
7612,28.55221,70.46837,Kot Samaba,Punjab,,PK,"('28.4248712', '70.3150498')"
7613,26.43442,50.10326,Dammam,Eastern Province,,SA,"('26.3881963', '50.0629045')"
7614,25.0657,55.17128,Dubai,Dubai,,AE,"('25.1893675', '55.3017213')"
7615,8.09008,77.53841,Kanniyakumari,Tamil Nadu,Kanniyakumari,IN,"('8.0908224', '77.5412554')"
7616,10.48801,77.35053,Kumaralingam,Tamil Nadu,Tiruppur,IN,"('10.5613678', '77.3571574')"
7617,25.0657,55.17128,Dubai,Dubai,,AE,"('25.2022215', '55.2499871')"
7618,-20.46444,-45.42639,Formiga,Minas Gerais,Formiga,BR,"('-20.4648925', '-45.4296666')"
7619,25.11641,56.34141,Al Fujayrah,Al Fujayrah,,AE,"('25.0771849', '56.3044152')"
7620,51.89636,17.78549,Pleszew,Greater Poland Voivodeship,Powiat pleszewski,PL,"('51.8840968', '17.7748017')"
7621,45.81313,15.97753,Zagreb - Centar,Grad Zagreb,,HR,"('45.8109052', '15.9762438')"
7622,45.51017,9.08704,Pero,Lombardy,Citta metropolitana di Milano,IT,"('45.5197013', '9.07896')"
7623,26.32599,43.97497,Buraydah,Al-Qassim,,SA,"('26.3889339', '43.9272384')"
7624,9.93988,76.26022,Cochin,Kerala,Ernakulam,IN,"('9.9440446', '76.2824284')"
7625,25.0657,55.17128,Dubai,Dubai,,AE,"('25.049234', '55.128683')"
7626,24.80361,120.96861,Hsinchu,Taiwan,Hsinchu,TW,"('24.8033708', '120.9664163')"
7627,26.25722,50.61194,Al Muharraq,Muharraq,,BH,"('26.2457371', '50.5855336')"
7628,37.44529,25.32872,Mykonos,South Aegean,Nomos Kykladon,GR,"('37.4455435', '25.3267483')"
7629,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.3209432', '55.3878284')"
7630,25.0657,55.17128,Dubai,Dubai,,AE,"('25.0475621', '55.209076')"
7631,25.0657,55.17128,Dubai,Dubai,,AE,"('25.183803', '55.233311')"
7632,24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('24.5813211', '46.805904')"
7633,25.0657,55.17128,Dubai,Dubai,,AE,"('25.1190954', '55.2016807')"
7634,53.48333,-2.65,Ashton in Makerfield,England,Borough of Wigan,GB,"('53.4737528', '-2.6525025')"
7635,51.59638,7.14387,Herten,North Rhine-Westphalia,,DE,"('51.5713348', '7.1453178')"
7636,18.51957,73.85535,Pune,Maharashtra,Pune Division,IN,"('18.5221207', '73.8735439')"
7637,50.45466,30.5238,Kiev,Kyiv City,,UA,"('50.4393342', '30.5183161')"
7638,21.03228,105.80073,Cau Giay,Ha Noi,,VN,"('21.0159821', '105.8098556')"
7639,34.12111,35.64806,Jbail,Mont-Liban,,LB,"('34.1224819', '35.6471751')"
7640,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.323532', '55.404716')"
7641,31.54972,74.34361,Lahore,Punjab,,PK,"('31.5676363', '74.3278256')"
7642,12.45594,75.8297,Suntikoppa,Karnataka,Kodagu,IN,"('12.4524541', '75.8311021')"
7643,43.66713,1.37518,Beauzelle,Midi-Pyrenees,Departement de la Haute-Garonne,FR,"('43.6552126', '1.3689584')"
7644,25.28812,55.88157,Adh Dhayd,Ash Shariqah,,AE,"('25.0213261', '55.751949')"
7645,1.28967,103.85007,Singapore,,,SG,"('1.3057157', '103.8518203')"
7646,15.03601,120.69935,Del Pilar,Central Luzon,Province of Pampanga,PH,"('15.0537742', '120.6965925')"
7647,39.80227,-86.26721,Speedway,Indiana,Marion County,US,"('39.7168593', '-86.2955952')"
7648,48.8898,2.15863,Chatou,Ile-de-France,Departement des Yvelines,FR,"('48.8902304', '2.1636702')"
7649,34.22834,-118.53675,Northridge,California,Los Angeles County,US,"('34.2405615', '-118.5555648')"
7650,48.90018,2.30952,Clichy,Ile-de-France,Departement des Hauts-de-Seine,FR,"('48.8638995', '2.313559')"
7651,23.90381,86.19792,Topchanchi,Jharkhand,Dhanbad,IN,"('24.0052631', '86.1521301')"
7652,24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('24.874202', '46.8702319')"
7653,44.73191,-93.21772,Apple Valley,Minnesota,Dakota County,US,"('44.7442628', '-93.1842421')"
7654,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2539561', '55.3325269')"
7655,25.0657,55.17128,Dubai,Dubai,,AE,"('25.0477226', '55.2428729')"
7656,24.99368,121.29696,Taoyuan City,Taiwan,,TW,"('25.0195348', '121.3012369')"
7657,-8.72767,115.17502,Jabajero,Bali,,ID,"('-8.7370519', '115.1662894')"
7658,25.0657,55.17128,Dubai,Dubai,,AE,"('25.2080379', '55.2745743')"
7659,33.83389,35.54417,Baabda,Mont-Liban,,LB,"('33.8670911', '35.532987')"
7660,30.06263,31.24967,Cairo,Muhafazat al Qahirah,,EG,"('30.0298877', '31.2610777')"
7661,28.32529,-81.53313,Celebration,Florida,Osceola County,US,"('28.385233', '-81.563874')"
7662,28.65381,77.22897,Delhi,NCT,North Delhi,IN,"('28.6686193', '77.3090016')"
7663,-25.98953,28.12843,Midrand,Gauteng,City of Johannesburg Metropolitan Municipality,ZA,"('-26.0585465', '28.0609104')"
7664,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2317065', '55.27017')"
7665,-29.8579,31.0292,Durban,KwaZulu-Natal,eThekwini Metropolitan Municipality,ZA,"('-29.812113', '31.0189694')"
7666,25.0657,55.17128,Dubai,Dubai,,AE,"('25.0971144', '55.1685567')"
7667,25.0657,55.17128,Dubai,Dubai,,AE,"('25.1102799', '55.2193069')"
7668,52.2401,20.98869,Wola,Masovian Voivodeship,Warszawa,PL,"('52.230691', '20.9935799')"
7669,25.78953,55.9432,Ras al-Khaimah,Ra's al Khaymah,,AE,"('25.6836504', '55.7737711')"
7670,24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('24.7043896', '46.68021')"
7671,27.70169,85.3206,Kathmandu,Central Region,Bagmati Zone,NP,"('27.7253251', '85.3222644')"
7672,39.41667,-0.38333,Alfafar,Valencia,Provincia de Valencia,ES,"('39.41496', '-0.381158')"
7673,30.06263,31.24967,Cairo,Muhafazat al Qahirah,,EG,"('29.9922685', '31.3828174')"
7674,40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,"('40.7644132', '-74.0224596')"
7675,25.0657,55.17128,Dubai,Dubai,,AE,"('25.1623929', '55.2394302')"
7676,5.57714,-0.31035,Gbawe,Greater Accra,,GH,"('5.5664769', '-0.2889292')"
7677,36.81897,10.16579,Tunis,Tunis,,TN,"('36.804648', '10.1711719')"
7678,26.62368,-80.12532,Greenacres City,Florida,Palm Beach County,US,"('26.6344435', '-80.1750489')"
7679,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2828216', '55.387854')"
7680,25.0657,55.17128,Dubai,Dubai,,AE,"('25.1976317', '55.2764551')"
7681,44.04861,43.05944,Pyatigorsk,Stavropol'skiy,,RU,"('44.041034', '43.070289')"
7682,25.0657,55.17128,Dubai,Dubai,,AE,"('25.1131208', '55.2156869')"
7683,25.41111,55.43504,Ajman,Ajman,,AE,"('25.4280177', '55.5290973')"
7684,29.61968,-95.63495,Sugar Land,Texas,Fort Bend County,US,"('29.5911934', '-95.6285664')"
7685,24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('24.6938833', '46.7027776')"
7686,28.41252,77.31977,Faridabad,Haryana,Faridabad District,IN,"('28.4835585', '77.2828482')"
7687,-29.85185,30.99337,Berea,KwaZulu-Natal,eThekwini Metropolitan Municipality,ZA,"('-29.8094026', '30.9894096')"
7688,18.62292,73.80696,Pimpri,Maharashtra,Pune Division,IN,"('18.5980504', '73.7628035')"
7689,33.6007,73.0679,Rawalpindi,Punjab,,PK,"('33.5942783', '73.0551937')"
7690,24.9056,67.0822,Karachi,Sindh,Karachi District,PK,"('25.0135082', '67.0411277')"
